station,valid,lon,lat,tmpc,dwpc,drct,sknt,mslp,vsby,gust,wxcodes,peak_wind_gust
GPZ,2019-02-24 11:10,-93.5097,47.2111,M,M,310.00,15.00,M,5.00,M,-SN BR,M
FCM,2019-02-24 11:10,-93.4700,44.8300,M,M,M,17.00,M,5.00,23.00,HZ,M
STC,2019-02-24 11:10,-94.0513,45.5433,M,M,300.00,25.00,M,6.00,31.00,HZ,M
INL,2019-02-24 11:10,-93.3981,48.5614,M,M,310.00,14.00,M,4.00,M,-SN BR,M
HIB,2019-02-24 11:10,-92.8390,47.3866,M,M,M,22.00,M,3.00,M,-SN BR,M
RST,2019-02-24 11:10,-92.4916,43.9041,M,M,300.00,30.00,M,1.00,36.00,BR,M
OTG,2019-02-24 11:10,-95.5792,43.6551,M,M,290.00,32.00,M,0.50,M,-SN FZFG,M
MML,2019-02-24 11:10,-95.8200,44.4500,M,M,310.00,29.00,M,2.00,M,-SN BR,M
AXN,2019-02-24 11:10,-95.3947,45.8663,M,M,300.00,18.00,M,3.00,M,-SN,M
STP,2019-02-24 11:10,-93.0600,44.9345,M,M,310.00,M,M,3.00,33.00,M,M
TVF,2019-02-24 11:10,-96.1850,48.0657,M,M,320.00,27.00,M,1.25,M,-SN BR,M
DLH,2019-02-24 11:10,-92.1936,46.8421,M,M,320.00,16.00,M,4.00,M,-SN,M
RWF,2019-02-24 11:10,-95.0820,44.5469,M,M,300.00,24.00,M,4.00,32.00,-SN BR,M
PKD,2019-02-24 11:10,-95.0700,46.9000,M,M,310.00,16.00,M,5.00,M,-SN,M
MKT,2019-02-24 11:10,-93.9200,44.2200,M,M,300.00,29.00,M,1.25,35.00,-SN BR,M
BRD,2019-02-24 11:10,-94.1308,46.4047,M,M,290.00,15.00,M,5.00,M,HZ,M
MIC,2019-02-24 11:10,-93.3539,45.0620,M,M,300.00,20.00,M,4.00,M,HZ,M
BDE,2019-02-24 11:10,-94.6122,48.7284,M,M,320.00,17.00,M,1.50,M,-SN BR,M
MSP,2019-02-24 11:10,-93.2313,44.8854,M,M,310.00,22.00,M,3.00,M,-SN BR,M
RST,2019-02-24 11:11,-92.4916,43.9041,-6.72,-7.78,300.00,30.00,M,1.00,39.00,BR,41.00
DVP,2019-02-24 11:12,-95.7826,43.9868,-14.28,-16.28,290.00,30.00,M,0.75,37.00,SN,M
ETH,2019-02-24 11:13,-96.5435,45.7805,-12.00,-14.00,290.00,23.00,M,1.00,28.00,-SN,M
FOZ,2019-02-24 11:13,-93.6502,47.7828,-8.00,-10.00,310.00,8.00,M,3.00,14.00,M,M
ORB,2019-02-24 11:14,-92.8560,48.0159,-6.00,-8.00,310.00,11.00,M,10.00,21.00,M,M
GPZ,2019-02-24 11:15,-93.5097,47.2111,M,M,310.00,15.00,M,5.00,20.00,-SN BR,M
BRD,2019-02-24 11:15,-94.1308,46.4047,M,M,300.00,12.00,M,6.00,M,HZ,M
RST,2019-02-24 11:15,-92.4916,43.9041,M,M,300.00,28.00,M,1.00,34.00,BR,M
MSP,2019-02-24 11:15,-93.2313,44.8854,M,M,310.00,21.00,M,3.00,M,BR,M
DLH,2019-02-24 11:15,-92.1936,46.8421,M,M,330.00,21.00,M,4.00,M,-SN,M
STC,2019-02-24 11:15,-94.0513,45.5433,M,M,300.00,23.00,M,4.00,M,HZ,M
MIC,2019-02-24 11:15,-93.3539,45.0620,M,M,300.00,22.00,M,4.00,28.00,HZ,M
MML,2019-02-24 11:15,-95.8200,44.4500,M,M,310.00,27.00,M,2.00,M,-SN BR,M
INL,2019-02-24 11:15,-93.3981,48.5614,M,M,310.00,12.00,M,5.00,M,-SN BR,M
STP,2019-02-24 11:15,-93.0600,44.9345,M,M,310.00,21.00,M,3.00,M,M,M
BDE,2019-02-24 11:15,-94.6122,48.7284,M,M,320.00,18.00,M,1.75,M,-SN BR,M
FRM,2019-02-24 11:15,-94.4156,43.6439,M,M,300.00,30.00,M,0.75,M,-SN BR,M
TVF,2019-02-24 11:15,-96.1850,48.0657,M,M,320.00,24.00,M,1.25,M,-SN BR,M
RWF,2019-02-24 11:15,-95.0820,44.5469,M,M,300.00,26.00,M,3.50,35.00,-SN BR,M
AXN,2019-02-24 11:15,-95.3947,45.8663,M,M,300.00,19.00,M,3.00,M,-SN,M
MKT,2019-02-24 11:15,-93.9200,44.2200,M,M,290.00,25.00,M,1.00,M,-SN BR,M
HIB,2019-02-24 11:15,-92.8390,47.3866,M,M,310.00,18.00,M,4.00,M,-SN BR,M
FCM,2019-02-24 11:15,-93.4700,44.8300,M,M,M,21.00,M,4.00,M,HZ,M
OTG,2019-02-24 11:15,-95.5792,43.6551,M,M,290.00,35.00,M,0.50,M,SN FZFG,M
PKD,2019-02-24 11:15,-95.0700,46.9000,M,M,310.00,17.00,M,5.00,M,-SN,M
LVN,2019-02-24 11:15,-93.2273,44.6252,-7.00,-8.00,290.00,25.00,M,3.00,M,BR,M
Y49,2019-02-24 11:15,-94.6453,47.1595,-11.00,-13.50,300.00,15.00,M,7.00,20.00,-SN,M
21D,2019-02-24 11:15,-92.8557,44.9975,-4.00,-6.00,300.00,19.00,M,4.00,27.00,BR,M
MGG,2019-02-24 11:15,-93.9856,45.2360,-8.28,-10.61,300.00,16.00,M,4.00,24.00,-SN,M
MJQ,2019-02-24 11:15,-94.9865,43.6500,-12.00,-15.00,290.00,26.00,M,M,36.00,M,M
FKA,2019-02-24 11:15,-92.1797,43.6767,-6.00,-7.39,310.00,20.00,M,M,27.00,M,M
CFE,2019-02-24 11:15,-93.8433,45.1590,-8.28,-11.00,M,M,M,2.00,M,-SN,M
DTL,2019-02-24 11:15,-95.8856,46.8252,-12.00,-13.00,310.00,19.00,M,2.50,25.00,-SN,M
JKJ,2019-02-24 11:15,-96.6640,46.8393,-12.00,-14.00,330.00,25.00,M,1.00,36.00,-SN,M
SYN,2019-02-24 11:15,-93.0163,44.4755,-6.00,-8.00,300.00,22.00,M,2.50,26.00,BR,M
HCD,2019-02-24 11:15,-94.3825,44.8599,-11.00,-13.00,290.00,21.00,M,1.50,29.00,-SN,M
D39,2019-02-24 11:15,-94.9334,45.7066,-12.28,-14.50,290.00,18.00,M,5.00,24.00,-SN,M
BJI,2019-02-24 11:15,-94.9337,47.5094,-11.00,-13.00,300.00,19.00,M,2.50,26.00,-SN,M
BFW,2019-02-24 11:15,-91.4098,47.2521,-2.00,-2.00,320.00,7.00,M,4.00,M,-SN,M
AEL,2019-02-24 11:15,-93.3672,43.6815,-9.00,-9.00,290.00,17.00,M,0.75,34.00,SN,M
3N8,2019-02-24 11:15,-95.9281,47.2605,-12.89,-14.89,320.00,24.00,M,2.00,31.00,-SN,M
ONA,2019-02-24 11:15,-91.7083,44.0772,-1.00,-2.00,300.00,13.00,M,2.00,25.00,-SN,M
VWU,2019-02-24 11:15,-94.5167,48.1539,-9.00,-11.00,310.00,11.00,M,10.00,21.00,-SN,M
04W,2019-02-24 11:15,-92.8952,46.0229,-4.00,-6.00,300.00,14.00,M,7.00,21.00,M,M
CKC,2019-02-24 11:15,-90.3829,47.8383,-5.00,-7.00,330.00,12.00,M,1.00,20.00,-SN,M
ADC,2019-02-24 11:15,-95.2109,46.4503,-13.00,-15.00,300.00,19.00,M,4.00,26.00,-SN,M
BBB,2019-02-24 11:15,-95.6506,45.3319,-13.00,-14.00,340.00,27.00,M,1.25,34.00,-SN,M
CQM,2019-02-24 11:15,-92.6894,47.8219,-6.00,-7.00,310.00,9.00,M,3.00,19.00,-SN,M
AIT,2019-02-24 11:15,-93.6768,46.5484,-8.00,-11.00,300.00,9.00,M,10.00,15.00,M,M
GHW,2019-02-24 11:15,-95.3204,45.6439,-13.00,-15.00,290.00,28.00,M,1.75,33.00,-SN,M
AUM,2019-02-24 11:15,-92.9333,43.6647,-8.00,-12.00,300.00,22.00,M,1.25,33.00,UP,M
FGN,2019-02-24 11:15,-94.9028,49.3183,-12.00,-15.00,310.00,22.00,M,2.50,29.00,-SN,M
CKN,2019-02-24 11:15,-96.6214,47.8417,-13.00,-14.00,340.00,25.00,M,0.75,34.00,-SN,M
GDB,2019-02-24 11:15,-95.5560,44.7533,-11.22,-13.11,280.00,25.00,M,1.25,32.00,-SN,M
FSE,2019-02-24 11:15,-95.7735,47.5928,-13.00,-15.00,310.00,24.00,M,1.25,32.00,-SN,M
BDH,2019-02-24 11:15,-95.1304,45.1177,-12.00,-14.00,300.00,22.00,M,2.00,29.00,M,M
LYV,2019-02-24 11:15,-96.2158,43.6212,-14.00,-17.00,310.00,24.00,M,2.00,31.00,HZ,M
9MN,2019-02-24 11:15,-92.4831,44.0198,-6.22,-6.50,290.00,25.00,M,M,37.00,M,M
DYT,2019-02-24 11:15,-92.0434,46.7219,-2.00,-4.00,310.00,17.00,M,7.00,20.00,UP,M
PWC,2019-02-24 11:15,-94.3817,46.7248,-11.00,-13.00,300.00,13.00,M,7.00,20.00,-SN,M
TKC,2019-02-24 11:15,-95.6072,44.2491,-12.28,-14.22,300.00,24.00,M,1.00,31.00,-SN,M
GYL,2019-02-24 11:15,-94.0812,44.7560,-9.39,-10.61,280.00,23.00,M,2.50,28.00,BR,M
TOB,2019-02-24 11:15,-92.8315,44.0180,-8.00,-9.00,290.00,24.00,M,M,31.00,M,M
MOX,2019-02-24 11:15,-95.9672,45.5660,-13.00,-15.00,310.00,23.00,M,0.75,29.00,M,M
Y63,2019-02-24 11:15,-95.9920,45.9861,-13.11,-14.50,300.00,24.00,M,2.00,31.00,-SN,M
HCO,2019-02-24 11:15,-96.9430,48.7527,-14.00,-17.00,330.00,26.00,M,0.75,34.00,SN,M
SGS,2019-02-24 11:15,-93.0329,44.8571,-5.00,-7.39,310.00,16.00,M,4.00,25.00,BR,M
PQN,2019-02-24 11:15,-96.3004,43.9821,-14.00,-17.00,330.00,23.00,M,1.50,30.00,-SN,M
FFM,2019-02-24 11:15,-96.1567,46.2844,-13.00,-14.00,320.00,23.00,M,2.50,M,-SN,M
RGK,2019-02-24 11:15,-92.4868,44.5915,-3.00,-6.00,320.00,19.00,M,2.50,31.00,BR,M
ELO,2019-02-24 11:15,-91.8371,47.8287,-4.00,-4.00,320.00,11.00,M,5.00,17.00,-SN,M
MVE,2019-02-24 11:15,-95.7103,44.9691,-13.00,-16.00,340.00,22.00,M,2.50,31.00,-SN,M
LJF,2019-02-24 11:15,-94.5072,45.0971,-11.00,-13.00,300.00,18.00,M,5.00,29.00,BR,M
VVV,2019-02-24 11:15,-96.4244,45.3057,-13.00,-15.00,310.00,23.00,M,2.50,30.00,-SN,M
MZH,2019-02-24 11:15,-92.8048,46.4186,-4.00,-7.00,300.00,12.00,M,10.00,19.00,M,M
ULM,2019-02-24 11:15,-94.5000,44.3200,-12.00,-14.00,300.00,30.00,M,1.00,35.00,-SN,M
CBG,2019-02-24 11:15,-93.2642,45.5575,-4.00,-9.00,290.00,16.00,M,7.00,24.00,M,M
TWM,2019-02-24 11:15,-91.7450,47.0492,-3.00,-5.00,300.00,7.00,M,2.50,15.00,-SN,M
JMR,2019-02-24 11:15,-93.2718,45.8861,-6.00,-8.00,320.00,15.00,M,4.00,26.00,BR,M
HZX,2019-02-24 11:15,-93.3098,46.6188,-5.00,-7.00,300.00,10.00,M,10.00,18.00,M,M
OTG,2019-02-24 11:16,-95.5792,43.6551,-14.00,-16.00,290.00,36.00,M,0.50,40.00,SN FZFG,40.00
AEL,2019-02-24 11:16,-93.3672,43.6815,-9.00,-9.00,290.00,18.00,M,0.75,34.00,SN,M
SYN,2019-02-24 11:16,-93.0163,44.4755,-6.00,-8.00,300.00,21.00,M,2.50,26.00,BR,M
D39,2019-02-24 11:16,-94.9334,45.7066,-12.39,-14.50,290.00,17.00,M,5.00,24.00,-SN,M
21D,2019-02-24 11:16,-92.8557,44.9975,-4.00,-6.00,300.00,20.00,M,4.00,27.00,BR,M
JKJ,2019-02-24 11:16,-96.6640,46.8393,-12.00,-14.00,330.00,24.00,M,1.00,36.00,-SN,M
LJF,2019-02-24 11:16,-94.5072,45.0971,-11.00,-13.00,300.00,18.00,M,7.00,29.00,M,M
MVE,2019-02-24 11:16,-95.7103,44.9691,-13.00,-16.00,340.00,23.00,M,2.50,30.00,-SN,M
MOX,2019-02-24 11:16,-95.9672,45.5660,-13.00,-15.00,310.00,25.00,M,0.75,29.00,M,M
GHW,2019-02-24 11:16,-95.3204,45.6439,-13.00,-15.00,300.00,27.00,M,1.75,33.00,-SN,M
DXX,2019-02-24 11:16,-96.1779,44.9864,-11.00,-13.00,310.00,24.00,M,2.50,30.00,-SN,M
VWU,2019-02-24 11:16,-94.5167,48.1539,-9.00,-11.00,310.00,12.00,M,10.00,21.00,-SN,M
PWC,2019-02-24 11:16,-94.3817,46.7248,-11.00,-13.00,300.00,13.00,M,7.00,20.00,-SN,M
04W,2019-02-24 11:16,-92.8952,46.0229,-4.00,-6.00,300.00,12.00,M,7.00,21.00,M,M
TOB,2019-02-24 11:16,-92.8315,44.0180,-8.00,-9.00,290.00,23.00,M,M,31.00,M,M
CKN,2019-02-24 11:16,-96.6214,47.8417,-13.00,-14.00,340.00,24.00,M,0.75,34.00,-SN,M
BBB,2019-02-24 11:16,-95.6506,45.3319,-13.00,-14.00,340.00,25.00,M,1.25,34.00,-SN,M
ELO,2019-02-24 11:16,-91.8371,47.8287,-4.00,-4.00,310.00,9.00,M,5.00,17.00,-SN,M
AUM,2019-02-24 11:16,-92.9333,43.6647,-8.00,-12.00,300.00,23.00,M,1.25,33.00,UP,M
BDH,2019-02-24 11:16,-95.1304,45.1177,-12.00,-14.00,300.00,22.00,M,2.00,29.00,M,M
ANE,2019-02-24 11:16,-93.2102,45.1449,-5.00,-7.00,300.00,20.00,M,3.00,25.00,BR,M
CBG,2019-02-24 11:16,-93.2642,45.5575,-4.00,-10.00,290.00,16.00,M,7.00,24.00,M,M
CQM,2019-02-24 11:16,-92.6894,47.8219,-6.00,-7.00,300.00,12.00,M,3.00,19.00,-SN,M
TKC,2019-02-24 11:16,-95.6072,44.2491,-12.28,-14.22,300.00,27.00,M,1.00,32.00,-SN,M
LYV,2019-02-24 11:16,-96.2158,43.6212,-14.00,-17.00,310.00,22.00,M,2.00,31.00,HZ,M
9MN,2019-02-24 11:16,-92.4831,44.0198,-6.22,-6.61,280.00,20.00,M,M,37.00,M,M
ROS,2019-02-24 11:16,-92.9530,45.6980,-5.00,-7.28,300.00,14.00,M,5.00,21.00,-SN,M
Y63,2019-02-24 11:16,-95.9920,45.9861,-13.11,-14.50,300.00,23.00,M,2.00,30.00,-SN,M
SAZ,2019-02-24 11:16,-94.8066,46.3809,-12.00,-14.00,290.00,16.00,M,7.00,22.00,-SN,M
PNM,2019-02-24 11:16,-93.6082,45.5599,-7.00,-9.00,280.00,20.00,M,4.00,27.00,HZ,M
JMR,2019-02-24 11:16,-93.2718,45.8861,-6.00,-8.00,320.00,14.00,M,4.00,26.00,BR,M
RRT,2019-02-24 11:16,-95.3483,48.9414,-13.00,-15.00,310.00,20.00,M,3.00,26.00,-SN,M
14Y,2019-02-24 11:16,-94.8739,45.8983,-12.00,-14.00,310.00,16.00,M,4.00,26.00,-SN,M
TWM,2019-02-24 11:16,-91.7450,47.0492,-3.00,-6.00,310.00,10.00,M,2.50,17.00,-SN,M
MWM,2019-02-24 11:16,-95.1094,43.9134,-13.00,-14.00,290.00,28.00,M,0.75,37.00,-SN,M
STC,2019-02-24 11:18,-94.0513,45.5433,-8.89,-11.72,300.00,18.00,M,4.00,35.00,HZ,35.00
AQP,2019-02-24 11:18,-96.0043,45.2275,-12.00,-14.00,300.00,23.00,M,1.75,33.00,-SN,M
ACQ,2019-02-24 11:19,-93.5529,44.0735,-10.00,-12.00,290.00,30.00,M,0.75,38.00,SN,M
MIC,2019-02-24 11:20,-93.3539,45.0620,M,M,310.00,22.00,M,4.00,32.00,UP,M
FRM,2019-02-24 11:20,-94.4156,43.6439,M,M,300.00,28.00,M,1.00,M,-SN BR,M
MKT,2019-02-24 11:20,-93.9200,44.2200,M,M,M,28.00,M,1.00,M,-SN BR,M
DLH,2019-02-24 11:20,-92.1936,46.8421,M,M,320.00,15.00,M,4.00,M,-SN,M
INL,2019-02-24 11:20,-93.3981,48.5614,M,M,310.00,13.00,M,4.00,M,-SN BR,M
BDE,2019-02-24 11:20,-94.6122,48.7284,M,M,320.00,19.00,M,1.50,M,-SN,M
STC,2019-02-24 11:20,-94.0513,45.5433,M,M,300.00,18.00,M,4.00,24.00,HZ,M
HIB,2019-02-24 11:20,-92.8390,47.3866,M,M,320.00,23.00,M,4.00,M,-SN BR,M
GPZ,2019-02-24 11:20,-93.5097,47.2111,M,M,310.00,19.00,M,4.00,M,-SN BR,M
BRD,2019-02-24 11:20,-94.1308,46.4047,M,M,290.00,12.00,M,6.00,M,HZ,M
RST,2019-02-24 11:20,-92.4916,43.9041,M,M,290.00,24.00,M,1.25,30.00,BR,M
STP,2019-02-24 11:20,-93.0600,44.9345,M,M,M,19.00,M,3.50,M,M,M
PKD,2019-02-24 11:20,-95.0700,46.9000,M,M,310.00,16.00,M,5.00,M,-SN,M
TVF,2019-02-24 11:20,-96.1850,48.0657,M,M,320.00,27.00,M,1.50,M,-SN BR,M
MML,2019-02-24 11:20,-95.8200,44.4500,M,M,310.00,30.00,M,2.00,M,-SN BR,M
OTG,2019-02-24 11:20,-95.5792,43.6551,M,M,290.00,32.00,M,0.50,M,SN FZFG,M
FCM,2019-02-24 11:20,-93.4700,44.8300,M,M,M,21.00,M,4.00,30.00,HZ,M
MSP,2019-02-24 11:20,-93.2313,44.8854,M,M,310.00,22.00,M,3.50,M,BR,M
RWF,2019-02-24 11:20,-95.0820,44.5469,M,M,300.00,21.00,M,3.00,27.00,-SN,M
AXN,2019-02-24 11:20,-95.3947,45.8663,M,M,300.00,20.00,M,3.00,M,-SN,M
RST,2019-02-24 11:25,-92.4916,43.9041,-7.22,-8.28,290.00,27.00,M,1.25,36.00,BR,41.00
MIC,2019-02-24 11:25,-93.3539,45.0620,-6.11,-8.89,300.00,22.00,M,3.00,35.00,UP,35.00
GPZ,2019-02-24 11:25,-93.5097,47.2111,M,M,310.00,15.00,M,4.00,M,-SN BR,M
BRD,2019-02-24 11:25,-94.1308,46.4047,M,M,290.00,11.00,M,6.00,M,HZ,M
MSP,2019-02-24 11:25,-93.2313,44.8854,M,M,M,21.00,M,3.00,M,BR,M
FCM,2019-02-24 11:25,-93.4700,44.8300,M,M,300.00,16.00,M,5.00,21.00,HZ,M
DLH,2019-02-24 11:25,-92.1936,46.8421,M,M,320.00,18.00,M,4.00,M,-SN,M
STP,2019-02-24 11:25,-93.0600,44.9345,M,M,310.00,19.00,M,4.00,M,M,M
BDE,2019-02-24 11:25,-94.6122,48.7284,M,M,320.00,17.00,M,1.50,M,-SN BR,M
FRM,2019-02-24 11:25,-94.4156,43.6439,M,M,300.00,29.00,M,1.00,M,-SN BR,M
MKT,2019-02-24 11:25,-93.9200,44.2200,M,M,300.00,22.00,M,0.75,M,-SN BR,M
OTG,2019-02-24 11:25,-95.5792,43.6551,M,M,300.00,32.00,M,0.50,M,-SN FZFG,M
RWF,2019-02-24 11:25,-95.0820,44.5469,M,M,300.00,20.00,M,2.50,M,-SN BR,M
STC,2019-02-24 11:25,-94.0513,45.5433,M,M,300.00,22.00,M,6.00,M,HZ,M
INL,2019-02-24 11:25,-93.3981,48.5614,M,M,310.00,13.00,M,4.00,M,-SN BR,M
MML,2019-02-24 11:25,-95.8200,44.4500,M,M,310.00,30.00,M,1.75,M,-SN BR,M
TVF,2019-02-24 11:25,-96.1850,48.0657,M,M,320.00,26.00,M,1.50,M,-SN BR,M
PKD,2019-02-24 11:25,-95.0700,46.9000,M,M,310.00,15.00,M,4.00,M,-SN,M
AXN,2019-02-24 11:25,-95.3947,45.8663,M,M,300.00,20.00,M,3.00,M,-SN,M
FRM,2019-02-24 11:26,-94.4156,43.6439,-11.00,-13.00,300.00,29.00,M,1.00,35.00,-SN BR,38.00
RWF,2019-02-24 11:27,-95.0820,44.5469,-11.72,-13.89,290.00,21.00,M,2.50,32.00,-SN BR,35.00
EVM,2019-02-24 11:28,-92.4981,47.4251,-5.00,-7.00,330.00,16.00,M,7.00,24.00,-SN,M
ROX,2019-02-24 11:28,-95.6971,48.8560,-12.00,-14.00,310.00,17.00,M,5.00,22.00,HZ,M
HIB,2019-02-24 11:30,-92.8390,47.3866,M,M,310.00,18.00,M,4.00,M,-SN BR,M
GPZ,2019-02-24 11:30,-93.5097,47.2111,M,M,310.00,16.00,M,4.00,M,-SN BR,M
FRM,2019-02-24 11:30,-94.4156,43.6439,M,M,300.00,27.00,M,0.75,M,-SN BR,M
DLH,2019-02-24 11:30,-92.1936,46.8421,M,M,320.00,20.00,M,4.00,M,-SN,M
BRD,2019-02-24 11:30,-94.1308,46.4047,M,M,300.00,13.00,M,6.00,M,HZ,M
RST,2019-02-24 11:30,-92.4916,43.9041,M,M,290.00,27.00,M,1.25,M,BR,M
OTG,2019-02-24 11:30,-95.5792,43.6551,M,M,300.00,29.00,M,0.50,M,-SN FZFG,M
MKT,2019-02-24 11:30,-93.9200,44.2200,M,M,290.00,23.00,M,1.25,M,-SN BR,M
STP,2019-02-24 11:30,-93.0600,44.9345,M,M,310.00,22.00,M,4.00,M,M,M
MSP,2019-02-24 11:30,-93.2313,44.8854,M,M,310.00,18.00,M,3.50,M,BR,M
MIC,2019-02-24 11:30,-93.3539,45.0620,M,M,310.00,18.00,M,2.50,23.00,UP,M
MML,2019-02-24 11:30,-95.8200,44.4500,M,M,310.00,31.00,M,1.75,M,-SN BR,M
PKD,2019-02-24 11:30,-95.0700,46.9000,M,M,310.00,18.00,M,4.00,M,-SN,M
RWF,2019-02-24 11:30,-95.0820,44.5469,M,M,300.00,24.00,M,2.00,31.00,-SN BR,M
INL,2019-02-24 11:30,-93.3981,48.5614,M,M,320.00,16.00,M,4.00,M,-SN BR,M
FCM,2019-02-24 11:30,-93.4700,44.8300,M,M,M,17.00,M,5.00,26.00,HZ,M
STC,2019-02-24 11:30,-94.0513,45.5433,M,M,300.00,23.00,M,6.00,30.00,HZ,M
BDE,2019-02-24 11:30,-94.6122,48.7284,M,M,320.00,17.00,M,2.00,M,-SN BR,M
TVF,2019-02-24 11:30,-96.1850,48.0657,M,M,320.00,28.00,M,1.25,M,-SN BR,M
AXN,2019-02-24 11:30,-95.3947,45.8663,M,M,290.00,21.00,M,2.50,M,-SN,M
MML,2019-02-24 11:31,-95.8200,44.4500,-13.00,-14.00,310.00,30.00,M,1.75,36.00,-SN BR,36.00
ETH,2019-02-24 11:31,-96.5435,45.7805,-12.00,-14.00,290.00,21.00,M,1.00,28.00,-SN,M
OWA,2019-02-24 11:32,-93.2606,44.1233,-9.00,-11.00,280.00,24.00,M,1.25,31.00,-SN,M
MIC,2019-02-24 11:33,-93.3539,45.0620,-6.72,-9.39,310.00,23.00,M,2.50,33.00,UP,35.00
AXN,2019-02-24 11:33,-95.3947,45.8663,-12.22,-16.11,300.00,21.00,M,2.50,30.00,-SN,31.00
FRM,2019-02-24 11:33,-94.4156,43.6439,-11.00,-13.00,300.00,25.00,M,0.75,36.00,-SN BR,38.00
MSP,2019-02-24 11:33,-93.2313,44.8854,-6.72,-8.89,310.00,22.00,M,4.00,33.00,BLSN BR,33.00
ORB,2019-02-24 11:33,-92.8560,48.0159,-6.00,-9.00,310.00,11.00,M,7.00,20.00,-SN,M
FOZ,2019-02-24 11:33,-93.6502,47.7828,-8.00,-11.00,300.00,11.00,M,4.00,17.00,M,M
BDE,2019-02-24 11:35,-94.6122,48.7284,-11.72,-13.89,310.00,22.00,M,2.00,33.00,-SN BR,33.00
FRM,2019-02-24 11:35,-94.4156,43.6439,M,M,310.00,29.00,M,1.00,M,-SN BR,M
RST,2019-02-24 11:35,-92.4916,43.9041,M,M,290.00,28.00,M,1.00,34.00,BR,M
BRD,2019-02-24 11:35,-94.1308,46.4047,M,M,300.00,13.00,M,5.00,M,-SN,M
MIC,2019-02-24 11:35,-93.3539,45.0620,M,M,300.00,19.00,M,2.50,M,UP,M
INL,2019-02-24 11:35,-93.3981,48.5614,M,M,310.00,14.00,M,4.00,M,-SN BR,M
MSP,2019-02-24 11:35,-93.2313,44.8854,M,M,300.00,24.00,M,4.00,M,BR,M
DLH,2019-02-24 11:35,-92.1936,46.8421,M,M,320.00,20.00,M,4.00,M,-SN,M
OTG,2019-02-24 11:35,-95.5792,43.6551,M,M,300.00,30.00,M,0.50,M,-SN FZFG,M
MML,2019-02-24 11:35,-95.8200,44.4500,M,M,310.00,28.00,M,1.75,M,-SN BR,M
TVF,2019-02-24 11:35,-96.1850,48.0657,M,M,320.00,27.00,M,1.00,M,-SN BR,M
PKD,2019-02-24 11:35,-95.0700,46.9000,M,M,300.00,17.00,M,4.00,M,-SN,M
RWF,2019-02-24 11:35,-95.0820,44.5469,M,M,300.00,24.00,M,1.75,M,-SN BR,M
AXN,2019-02-24 11:35,-95.3947,45.8663,M,M,290.00,19.00,M,2.50,M,-SN,M
STP,2019-02-24 11:35,-93.0600,44.9345,M,M,M,20.00,M,4.00,M,UP,M
STC,2019-02-24 11:35,-94.0513,45.5433,M,M,310.00,21.00,M,4.00,M,-SN BR,M
GPZ,2019-02-24 11:35,-93.5097,47.2111,M,M,300.00,14.00,M,4.00,M,-SN BR,M
MKT,2019-02-24 11:35,-93.9200,44.2200,M,M,300.00,25.00,M,1.50,M,-SN BR,M
HIB,2019-02-24 11:35,-92.8390,47.3866,M,M,310.00,17.00,M,5.00,M,UP BR,M
FCM,2019-02-24 11:35,-93.4700,44.8300,M,M,300.00,17.00,M,5.00,M,HZ,M
BJI,2019-02-24 11:35,-94.9337,47.5094,-11.11,-13.11,300.00,21.00,M,1.75,27.00,-SN,M
04W,2019-02-24 11:35,-92.8952,46.0229,-5.00,-7.00,310.00,12.00,M,10.00,17.00,M,M
MGG,2019-02-24 11:35,-93.9856,45.2360,-8.61,-11.00,300.00,16.00,M,5.00,26.00,BR,M
BFW,2019-02-24 11:35,-91.4098,47.2521,-2.00,-2.00,320.00,4.00,M,7.00,19.00,M,M
LJF,2019-02-24 11:35,-94.5072,45.0971,-11.00,-13.00,300.00,17.00,M,10.00,23.00,M,M
JKJ,2019-02-24 11:35,-96.6640,46.8393,-12.00,-14.00,320.00,26.00,M,1.75,33.00,-SN,M
HCD,2019-02-24 11:35,-94.3825,44.8599,-11.50,-13.50,280.00,22.00,M,1.50,27.00,-SN,M
FKA,2019-02-24 11:35,-92.1797,43.6767,-7.28,-8.72,300.00,17.00,M,M,24.00,M,M
SYN,2019-02-24 11:35,-93.0163,44.4755,-6.50,-8.50,290.00,24.00,M,2.50,31.00,BR,M
ONA,2019-02-24 11:35,-91.7083,44.0772,-1.00,-2.00,300.00,12.00,M,1.75,25.00,-SN,M
LVN,2019-02-24 11:35,-93.2273,44.6252,-7.00,-8.00,280.00,24.00,M,3.00,30.00,BR,M
3N8,2019-02-24 11:35,-95.9281,47.2605,-13.28,-15.28,320.00,25.00,M,2.00,32.00,-SN,M
VVV,2019-02-24 11:35,-96.4244,45.3057,-12.00,-15.00,310.00,23.00,M,3.00,34.00,-SN,M
AIT,2019-02-24 11:35,-93.6768,46.5484,-8.00,-11.00,300.00,11.00,M,10.00,19.00,-SN,M
MJQ,2019-02-24 11:35,-94.9865,43.6500,-12.00,-15.00,290.00,28.00,M,M,32.00,M,M
GYL,2019-02-24 11:35,-94.0812,44.7560,-10.00,-11.22,280.00,20.00,M,3.00,27.00,BR,M
ADC,2019-02-24 11:35,-95.2109,46.4503,-13.00,-16.00,300.00,15.00,M,7.00,26.00,-SN,M
JMR,2019-02-24 11:35,-93.2718,45.8861,-6.00,-8.00,320.00,16.00,M,7.00,22.00,M,M
