station,valid,lon,lat,tmpc,dwpc,drct,sknt,mslp,vsby,gust,wxcodes,peak_wind_gust
D39,2019-02-24 01:15,-94.9334,45.7066,-3.00,-5.22,340.00,9.00,M,7.00,M,M,M
VWU,2019-02-24 01:15,-94.5167,48.1539,-4.00,-6.00,310.00,4.00,M,7.00,M,M,M
BBB,2019-02-24 01:15,-95.6506,45.3319,-6.00,-7.00,10.00,15.00,M,7.00,21.00,M,M
HCO,2019-02-24 01:15,-96.9430,48.7527,-14.00,-16.00,320.00,9.00,M,7.00,M,M,M
RGK,2019-02-24 01:15,-92.4868,44.5915,0.00,-2.00,10.00,11.00,M,2.00,M,RA,M
HZX,2019-02-24 01:15,-93.3098,46.6188,-1.00,-2.00,340.00,4.00,M,7.00,M,M,M
CBG,2019-02-24 01:15,-93.2642,45.5575,-1.00,-5.00,340.00,4.00,M,5.00,M,UP,M
Y63,2019-02-24 01:15,-95.9920,45.9861,-7.11,-7.72,280.00,12.00,M,5.00,M,BR,M
JMR,2019-02-24 01:15,-93.2718,45.8861,-1.00,-3.00,350.00,3.00,M,7.00,M,M,M
PNM,2019-02-24 01:15,-93.6082,45.5599,-1.00,-2.00,340.00,4.00,M,5.00,M,BR,M
MJQ,2019-02-24 01:15,-94.9865,43.6500,-4.00,-5.00,340.00,16.00,M,1.25,25.00,M,M
MVE,2019-02-24 01:15,-95.7103,44.9691,-5.00,-7.00,10.00,13.00,M,7.00,20.00,M,M
MWM,2019-02-24 01:15,-95.1094,43.9134,-4.00,-6.00,330.00,22.00,M,1.50,27.00,-SN,M
ELO,2019-02-24 01:15,-91.8371,47.8287,-3.00,-4.00,0.00,0.00,M,10.00,M,M,M
SAZ,2019-02-24 01:15,-94.8066,46.3809,-4.00,-6.00,330.00,5.00,M,7.00,M,M,M
FGN,2019-02-24 01:15,-94.9028,49.3183,-4.00,-6.00,310.00,6.00,M,10.00,M,-SN,M
RRT,2019-02-24 01:15,-95.3483,48.9414,-5.00,-7.00,260.00,4.00,M,5.00,M,-SN,M
PQN,2019-02-24 01:15,-96.3004,43.9821,-6.00,-7.00,360.00,12.00,M,5.00,21.00,BR,M
PWC,2019-02-24 01:15,-94.3817,46.7248,-3.00,-6.00,330.00,6.00,M,10.00,M,M,M
GDB,2019-02-24 01:15,-95.5560,44.7533,-3.22,-4.72,320.00,14.00,M,5.00,19.00,BR,M
ETH,2019-02-24 01:15,-96.5435,45.7805,-9.00,-12.00,300.00,10.00,M,10.00,M,M,M
AUM,2019-02-24 01:15,-92.9333,43.6647,0.00,-3.00,10.00,9.00,M,2.50,M,-SN,M
GYL,2019-02-24 01:15,-94.0812,44.7560,-0.72,-0.61,340.00,8.00,M,2.50,M,-SN,M
GHW,2019-02-24 01:15,-95.3204,45.6439,-4.00,-6.00,310.00,9.00,M,7.00,M,M,M
FFM,2019-02-24 01:15,-96.1567,46.2844,-7.00,-8.00,340.00,12.00,M,5.00,17.00,BR,M
DYT,2019-02-24 01:15,-92.0434,46.7219,-2.00,-2.00,40.00,15.00,M,7.00,M,M,M
CQM,2019-02-24 01:15,-92.6894,47.8219,-2.00,-3.00,0.00,0.00,M,10.00,M,M,M
ROS,2019-02-24 01:15,-92.9530,45.6980,-1.22,-2.61,350.00,6.00,M,7.00,M,M,M
BDH,2019-02-24 01:15,-95.1304,45.1177,-4.00,-5.00,330.00,13.00,M,4.00,M,M,M
LJF,2019-02-24 01:15,-94.5072,45.0971,-2.00,-2.00,340.00,9.00,M,1.50,M,UP,M
VVV,2019-02-24 01:15,-96.4244,45.3057,-9.00,-11.00,320.00,14.00,M,7.00,22.00,M,M
CKC,2019-02-24 01:15,-90.3829,47.8383,-4.00,-7.00,50.00,8.00,M,3.00,M,BR,M
FSE,2019-02-24 01:15,-95.7735,47.5928,-9.00,-10.00,300.00,10.00,M,4.00,M,BR,M
LVN,2019-02-24 01:16,-93.2273,44.6252,-1.00,-1.00,360.00,8.00,M,7.00,M,M,M
MGG,2019-02-24 01:16,-93.9856,45.2360,-1.00,-1.61,360.00,7.00,M,3.00,M,-SN,M
21D,2019-02-24 01:16,-92.8557,44.9975,0.00,-1.00,10.00,7.00,M,10.00,M,M,M
BBB,2019-02-24 01:16,-95.6506,45.3319,-6.00,-7.00,10.00,15.00,M,7.00,21.00,M,M
VWU,2019-02-24 01:16,-94.5167,48.1539,-4.00,-6.00,310.00,4.00,M,7.00,M,M,M
TOB,2019-02-24 01:16,-92.8315,44.0180,-2.00,-2.00,360.00,14.00,M,M,18.00,M,M
FKA,2019-02-24 01:16,-92.1797,43.6767,-0.72,-1.22,20.00,9.00,M,1.50,14.00,UP,M
FGN,2019-02-24 01:16,-94.9028,49.3183,-4.00,-6.00,310.00,6.00,M,10.00,M,-SN,M
DXX,2019-02-24 01:16,-96.1779,44.9864,-6.00,-8.00,330.00,15.00,M,7.00,M,M,M
HCD,2019-02-24 01:16,-94.3825,44.8599,-1.11,-1.72,330.00,8.00,M,1.00,M,-SN,M
CQM,2019-02-24 01:16,-92.6894,47.8219,-2.00,-3.00,0.00,0.00,M,10.00,M,M,M
LJF,2019-02-24 01:16,-94.5072,45.0971,-2.00,-2.00,340.00,10.00,M,1.50,M,UP,M
MJQ,2019-02-24 01:16,-94.9865,43.6500,-4.00,-5.00,340.00,16.00,M,1.25,25.00,M,M
PWC,2019-02-24 01:16,-94.3817,46.7248,-3.00,-6.00,330.00,6.00,M,10.00,M,M,M
AUM,2019-02-24 01:16,-92.9333,43.6647,0.00,-3.00,10.00,8.00,M,2.50,M,-SN,M
14Y,2019-02-24 01:16,-94.8739,45.8983,-3.00,-5.00,340.00,8.00,M,7.00,M,M,M
PQN,2019-02-24 01:16,-96.3004,43.9821,-6.00,-7.00,360.00,12.00,M,5.00,21.00,BR,M
ULM,2019-02-24 01:16,-94.5000,44.3200,-2.00,-3.00,340.00,11.00,M,1.50,M,-SN,M
LYV,2019-02-24 01:16,-96.2158,43.6212,-4.00,-6.00,360.00,13.00,M,7.00,21.00,M,M
TKC,2019-02-24 01:16,-95.6072,44.2491,-4.39,-5.00,340.00,14.00,M,1.50,M,-SN,M
HZX,2019-02-24 01:16,-93.3098,46.6188,-1.00,-2.00,340.00,4.00,M,7.00,M,M,M
Y63,2019-02-24 01:16,-95.9920,45.9861,-7.11,-7.72,280.00,12.00,M,5.00,M,BR,M
VVV,2019-02-24 01:16,-96.4244,45.3057,-9.00,-11.00,320.00,15.00,M,7.00,22.00,M,M
GYL,2019-02-24 01:16,-94.0812,44.7560,-0.72,-0.61,340.00,9.00,M,2.50,M,-SN,M
CKN,2019-02-24 01:16,-96.6214,47.8417,-15.00,-17.00,350.00,4.00,M,0.50,M,FZFG,M
MZH,2019-02-24 01:16,-92.8048,46.4186,-1.00,-3.00,40.00,5.00,M,10.00,M,M,M
GHW,2019-02-24 01:16,-95.3204,45.6439,-4.00,-6.00,310.00,9.00,M,7.00,M,M,M
GDB,2019-02-24 01:16,-95.5560,44.7533,-3.22,-4.72,320.00,15.00,M,5.00,19.00,BR,M
FSE,2019-02-24 01:16,-95.7735,47.5928,-9.00,-10.00,300.00,9.00,M,4.00,M,BR,M
SGS,2019-02-24 01:16,-93.0329,44.8571,-0.11,-1.61,10.00,6.00,M,7.00,M,M,M
OTG,2019-02-24 01:17,-95.5792,43.6551,-5.00,-6.00,350.00,23.00,M,0.75,M,-SN BR,27.00
ACQ,2019-02-24 01:19,-93.5529,44.0735,-1.00,-3.00,350.00,18.00,M,1.25,M,-SN,M
RST,2019-02-24 01:19,-92.4916,43.9041,-1.11,-1.11,10.00,12.00,M,0.75,M,-SN BR,M
MML,2019-02-24 01:20,-95.8200,44.4500,M,M,340.00,20.00,M,6.00,M,BR,M
RWF,2019-02-24 01:20,-95.0820,44.5469,M,M,330.00,11.00,M,1.00,M,-SN BR,M
PKD,2019-02-24 01:20,-95.0700,46.9000,M,M,330.00,8.00,M,6.00,M,BR,M
MIC,2019-02-24 01:20,-93.3539,45.0620,M,M,350.00,10.00,M,6.00,M,BR,M
HIB,2019-02-24 01:20,-92.8390,47.3866,M,M,0.00,0.00,M,6.00,M,BR,M
FRM,2019-02-24 01:20,-94.4156,43.6439,M,M,350.00,24.00,M,1.00,M,-SN BR,M
MKT,2019-02-24 01:20,-93.9200,44.2200,M,M,360.00,15.00,M,2.00,M,-SN BR,M
GPZ,2019-02-24 01:20,-93.5097,47.2111,M,M,330.00,4.00,M,10.00,M,M,M
INL,2019-02-24 01:20,-93.3981,48.5614,M,M,330.00,7.00,M,8.00,M,M,M
STC,2019-02-24 01:20,-94.0513,45.5433,M,M,340.00,7.00,M,2.50,M,-SN BR,M
RST,2019-02-24 01:20,-92.4916,43.9041,M,M,10.00,11.00,M,0.75,M,-SN BR,M
BDE,2019-02-24 01:20,-94.6122,48.7284,M,M,310.00,5.00,M,9.00,M,M,M
DLH,2019-02-24 01:20,-92.1936,46.8421,M,M,80.00,8.00,M,3.00,M,-SN BR,M
MSP,2019-02-24 01:20,-93.2313,44.8854,M,M,10.00,9.00,M,6.00,M,BR,M
FCM,2019-02-24 01:20,-93.4700,44.8300,M,M,360.00,11.00,M,5.00,17.00,HZ,M
TVF,2019-02-24 01:20,-96.1850,48.0657,M,M,320.00,10.00,M,6.00,M,-SN BR,M
BRD,2019-02-24 01:20,-94.1308,46.4047,M,M,320.00,3.00,M,5.00,M,HZ,M
STP,2019-02-24 01:20,-93.0600,44.9345,M,M,360.00,5.00,M,7.00,M,M,M
OTG,2019-02-24 01:20,-95.5792,43.6551,M,M,350.00,23.00,M,0.75,M,-SN BR,M
AXN,2019-02-24 01:20,-95.3947,45.8663,M,M,320.00,10.00,M,7.00,M,M,M
BRD,2019-02-24 01:22,-94.1308,46.4047,-1.72,-4.39,320.00,3.00,M,5.00,M,HZ,M
STC,2019-02-24 01:23,-94.0513,45.5433,-1.72,-3.28,340.00,7.00,M,2.50,M,-SN BR,M
BRD,2019-02-24 01:25,-94.1308,46.4047,M,M,330.00,3.00,M,6.00,M,HZ,M
FCM,2019-02-24 01:25,-93.4700,44.8300,M,M,360.00,8.00,M,5.00,M,HZ,M
RST,2019-02-24 01:25,-92.4916,43.9041,M,M,360.00,12.00,M,0.75,M,-SN BR,M
MSP,2019-02-24 01:25,-93.2313,44.8854,M,M,10.00,10.00,M,6.00,M,BR,M
MIC,2019-02-24 01:25,-93.3539,45.0620,M,M,360.00,10.00,M,6.00,15.00,BR,M
STC,2019-02-24 01:25,-94.0513,45.5433,M,M,340.00,8.00,M,2.50,M,-SN BR,M
HIB,2019-02-24 01:25,-92.8390,47.3866,M,M,0.00,0.00,M,6.00,M,BR,M
MKT,2019-02-24 01:25,-93.9200,44.2200,M,M,M,17.00,M,1.75,M,-SN BR,M
STP,2019-02-24 01:25,-93.0600,44.9345,M,M,340.00,8.00,M,7.00,M,M,M
BDE,2019-02-24 01:25,-94.6122,48.7284,M,M,320.00,5.00,M,8.00,M,M,M
TVF,2019-02-24 01:25,-96.1850,48.0657,M,M,320.00,10.00,M,6.00,M,-SN BR,M
PKD,2019-02-24 01:25,-95.0700,46.9000,M,M,330.00,9.00,M,6.00,M,HZ,M
MML,2019-02-24 01:25,-95.8200,44.4500,M,M,340.00,20.00,M,5.00,M,BR,M
OTG,2019-02-24 01:25,-95.5792,43.6551,M,M,350.00,22.00,M,0.75,M,-SN BR,M
RWF,2019-02-24 01:25,-95.0820,44.5469,M,M,330.00,11.00,M,1.00,M,-SN BR,M
AXN,2019-02-24 01:25,-95.3947,45.8663,M,M,330.00,11.00,M,7.00,16.00,M,M
GPZ,2019-02-24 01:25,-93.5097,47.2111,M,M,320.00,4.00,M,10.00,M,M,M
FRM,2019-02-24 01:25,-94.4156,43.6439,M,M,350.00,26.00,M,0.75,M,-SN BR,M
DLH,2019-02-24 01:25,-92.1936,46.8421,M,M,70.00,8.00,M,2.50,M,-SN BR,M
INL,2019-02-24 01:25,-93.3981,48.5614,M,M,320.00,6.00,M,8.00,M,M,M
FRM,2019-02-24 01:27,-94.4156,43.6439,-2.00,-2.00,350.00,25.00,M,0.75,M,-SN BR,29.00
ROX,2019-02-24 01:27,-95.6971,48.8560,-5.00,-7.00,290.00,7.00,M,7.00,M,-SN,M
EVM,2019-02-24 01:27,-92.4981,47.4251,-2.00,-3.00,0.00,0.00,M,10.00,M,M,M
DLH,2019-02-24 01:27,-92.1936,46.8421,-2.22,-3.89,60.00,8.00,M,2.50,M,-SN BR,M
TVF,2019-02-24 01:30,-96.1850,48.0657,M,M,310.00,10.00,M,6.00,M,-SN BR,M
FRM,2019-02-24 01:30,-94.4156,43.6439,M,M,350.00,25.00,M,0.75,M,-SN BR,M
MIC,2019-02-24 01:30,-93.3539,45.0620,M,M,350.00,8.00,M,6.00,M,BR,M
MSP,2019-02-24 01:30,-93.2313,44.8854,M,M,10.00,9.00,M,6.00,M,BR,M
STC,2019-02-24 01:30,-94.0513,45.5433,M,M,340.00,7.00,M,2.00,M,-SN BR,M
DLH,2019-02-24 01:30,-92.1936,46.8421,M,M,70.00,11.00,M,2.50,M,-SN BR,M
GPZ,2019-02-24 01:30,-93.5097,47.2111,M,M,320.00,5.00,M,10.00,M,M,M
INL,2019-02-24 01:30,-93.3981,48.5614,M,M,320.00,8.00,M,9.00,M,M,M
FCM,2019-02-24 01:30,-93.4700,44.8300,M,M,360.00,8.00,M,5.00,M,HZ,M
STP,2019-02-24 01:30,-93.0600,44.9345,M,M,350.00,10.00,M,7.00,M,M,M
RST,2019-02-24 01:30,-92.4916,43.9041,M,M,10.00,14.00,M,1.00,M,-SN BR,M
BDE,2019-02-24 01:30,-94.6122,48.7284,M,M,310.00,6.00,M,7.00,M,M,M
PKD,2019-02-24 01:30,-95.0700,46.9000,M,M,330.00,9.00,M,7.00,M,M,M
AXN,2019-02-24 01:30,-95.3947,45.8663,M,M,340.00,12.00,M,7.00,M,M,M
BRD,2019-02-24 01:30,-94.1308,46.4047,M,M,330.00,5.00,M,6.00,M,HZ,M
OTG,2019-02-24 01:30,-95.5792,43.6551,M,M,340.00,24.00,M,0.75,M,-SN BR,M
MML,2019-02-24 01:30,-95.8200,44.4500,M,M,340.00,19.00,M,6.00,M,BR,M
RWF,2019-02-24 01:30,-95.0820,44.5469,M,M,330.00,11.00,M,1.00,M,-SN BR,M
MKT,2019-02-24 01:30,-93.9200,44.2200,-1.00,-2.00,350.00,19.00,M,1.50,M,-SN BR,M
MML,2019-02-24 01:31,-95.8200,44.4500,-6.00,-7.00,340.00,18.00,M,6.00,M,BR,M
PKD,2019-02-24 01:32,-95.0700,46.9000,-3.89,-6.72,330.00,9.00,M,7.00,M,M,M
RWF,2019-02-24 01:32,-95.0820,44.5469,-4.39,-5.00,330.00,12.00,M,1.00,20.00,-SN BR,M
ORB,2019-02-24 01:33,-92.8560,48.0159,-2.00,-4.00,0.00,0.00,M,10.00,M,M,M
FOZ,2019-02-24 01:33,-93.6502,47.7828,-3.00,-4.00,310.00,4.00,M,10.00,M,M,M
FRM,2019-02-24 01:35,-94.4156,43.6439,M,M,350.00,22.00,M,0.75,M,-SN BR,M
MSP,2019-02-24 01:35,-93.2313,44.8854,M,M,10.00,11.00,M,6.00,M,BR,M
DLH,2019-02-24 01:35,-92.1936,46.8421,M,M,60.00,9.00,M,2.50,M,-SN BR,M
MIC,2019-02-24 01:35,-93.3539,45.0620,M,M,350.00,9.00,M,6.00,14.00,BR,M
TVF,2019-02-24 01:35,-96.1850,48.0657,M,M,280.00,10.00,M,7.00,M,-SN,M
RWF,2019-02-24 01:35,-95.0820,44.5469,M,M,330.00,10.00,M,1.00,15.00,-SN BR,M
AXN,2019-02-24 01:35,-95.3947,45.8663,M,M,340.00,10.00,M,7.00,M,M,M
GPZ,2019-02-24 01:35,-93.5097,47.2111,M,M,330.00,4.00,M,10.00,M,M,M
MKT,2019-02-24 01:35,-93.9200,44.2200,M,M,350.00,18.00,M,1.25,M,-SN BR,M
BRD,2019-02-24 01:35,-94.1308,46.4047,M,M,330.00,5.00,M,6.00,M,HZ,M
STC,2019-02-24 01:35,-94.0513,45.5433,M,M,340.00,6.00,M,2.00,M,-SN BR,M
INL,2019-02-24 01:35,-93.3981,48.5614,M,M,320.00,9.00,M,9.00,M,M,M
FCM,2019-02-24 01:35,-93.4700,44.8300,M,M,10.00,8.00,M,5.00,M,HZ,M
RST,2019-02-24 01:35,-92.4916,43.9041,M,M,10.00,17.00,M,1.00,M,-SN BR,M
STP,2019-02-24 01:35,-93.0600,44.9345,M,M,350.00,10.00,M,7.00,M,M,M
HIB,2019-02-24 01:35,-92.8390,47.3866,M,M,0.00,0.00,M,6.00,M,BR,M
BDE,2019-02-24 01:35,-94.6122,48.7284,M,M,310.00,7.00,M,7.00,M,M,M
OTG,2019-02-24 01:35,-95.5792,43.6551,M,M,340.00,26.00,M,0.75,M,-SN BR,M
PKD,2019-02-24 01:35,-95.0700,46.9000,M,M,330.00,9.00,M,7.00,M,M,M
MML,2019-02-24 01:35,-95.8200,44.4500,M,M,340.00,18.00,M,6.00,M,BR,M
LVN,2019-02-24 01:35,-93.2273,44.6252,-1.00,-1.00,360.00,9.00,M,5.00,M,BR,M
Y49,2019-02-24 01:35,-94.6453,47.1595,-4.11,-6.22,330.00,6.00,M,7.00,M,M,M
21D,2019-02-24 01:35,-92.8557,44.9975,0.00,-1.00,350.00,8.00,M,7.00,M,M,M
SYN,2019-02-24 01:35,-93.0163,44.4755,-0.61,-2.00,10.00,13.00,M,4.00,M,-SN,M
MGG,2019-02-24 01:35,-93.9856,45.2360,-1.11,-1.72,350.00,8.00,M,1.75,M,-SN,M
BBB,2019-02-24 01:35,-95.6506,45.3319,-6.00,-7.00,10.00,13.00,M,7.00,18.00,M,M
VWU,2019-02-24 01:35,-94.5167,48.1539,-4.00,-6.00,300.00,4.00,M,7.00,M,-SN,M
3N8,2019-02-24 01:35,-95.9281,47.2605,-8.28,-9.22,320.00,7.00,M,5.00,M,BR,M
AEL,2019-02-24 01:35,-93.3672,43.6815,-2.00,-2.00,20.00,15.00,M,0.75,21.00,-SN,M
DXX,2019-02-24 01:35,-96.1779,44.9864,-6.00,-8.00,330.00,14.00,M,10.00,19.00,M,M
FKA,2019-02-24 01:35,-92.1797,43.6767,-0.72,-1.22,20.00,9.00,M,1.50,M,UP,M
BJI,2019-02-24 01:35,-94.9337,47.5094,-5.28,-6.61,310.00,13.00,M,5.00,M,BR,M
LJF,2019-02-24 01:35,-94.5072,45.0971,-2.00,-2.00,340.00,11.00,M,1.75,M,-SN,M
ONA,2019-02-24 01:35,-91.7083,44.0772,1.00,0.00,20.00,5.00,M,4.00,M,-DZ,M
MJQ,2019-02-24 01:35,-94.9865,43.6500,-4.00,-5.00,340.00,17.00,M,1.25,26.00,M,M
HCD,2019-02-24 01:35,-94.3825,44.8599,-1.28,-1.78,330.00,11.00,M,1.25,M,-SN,M
SGS,2019-02-24 01:35,-93.0329,44.8571,-0.11,-1.61,360.00,8.00,M,7.00,M,M,M
JKJ,2019-02-24 01:35,-96.6640,46.8393,-11.00,-13.00,320.00,8.00,M,10.00,M,M,M
ADC,2019-02-24 01:35,-95.2109,46.4503,-5.00,-7.00,320.00,11.00,M,7.00,M,M,M
TOB,2019-02-24 01:35,-92.8315,44.0180,-2.00,-2.00,10.00,13.00,M,M,M,M,M
AIT,2019-02-24 01:35,-93.6768,46.5484,-3.00,-4.00,310.00,3.00,M,7.00,M,M,M
ULM,2019-02-24 01:35,-94.5000,44.3200,-2.00,-3.00,340.00,15.00,M,1.75,19.00,-SN,M
AUM,2019-02-24 01:35,-92.9333,43.6647,0.00,-3.00,10.00,10.00,M,1.00,15.00,-SN,M
GHW,2019-02-24 01:35,-95.3204,45.6439,-4.00,-6.00,310.00,9.00,M,5.00,M,BR,M
9MN,2019-02-24 01:35,-92.4831,44.0198,-1.00,-0.89,350.00,7.00,M,0.25,M,M,M
PQN,2019-02-24 01:35,-96.3004,43.9821,-6.00,-7.00,360.00,12.00,M,2.50,23.00,-SN,M
D39,2019-02-24 01:35,-94.9334,45.7066,-3.11,-5.28,330.00,9.00,M,7.00,M,M,M
MVE,2019-02-24 01:35,-95.7103,44.9691,-5.00,-7.00,10.00,16.00,M,5.00,M,BR,M
14Y,2019-02-24 01:35,-94.8739,45.8983,-3.00,-5.00,350.00,6.00,M,7.00,M,M,M
JMR,2019-02-24 01:35,-93.2718,45.8861,-1.00,-3.00,340.00,3.00,M,5.00,M,BR,M
TWM,2019-02-24 01:35,-91.7450,47.0492,-3.00,-6.00,40.00,5.00,M,2.50,M,HZ,M
PWC,2019-02-24 01:35,-94.3817,46.7248,-3.00,-6.00,340.00,6.00,M,7.00,M,M,M
MZH,2019-02-24 01:35,-92.8048,46.4186,-1.00,-3.00,40.00,3.00,M,10.00,M,M,M
CKN,2019-02-24 01:35,-96.6214,47.8417,-16.00,-17.00,350.00,6.00,M,1.75,M,BR,M
CQM,2019-02-24 01:35,-92.6894,47.8219,-3.00,-3.00,0.00,0.00,M,10.00,M,M,M
CKC,2019-02-24 01:35,-90.3829,47.8383,-4.00,-7.00,60.00,9.00,M,1.50,M,BR,M
MOX,2019-02-24 01:35,-95.9672,45.5660,-7.00,-9.00,330.00,14.00,M,3.00,M,M,M
FFM,2019-02-24 01:35,-96.1567,46.2844,-7.00,-8.00,350.00,12.00,M,5.00,16.00,BR,M
PNM,2019-02-24 01:35,-93.6082,45.5599,-1.00,-2.00,320.00,4.00,M,3.00,M,-SN,M
FSE,2019-02-24 01:35,-95.7735,47.5928,-9.00,-10.00,300.00,7.00,M,3.00,M,BR,M
HZX,2019-02-24 01:35,-93.3098,46.6188,-1.00,-2.00,320.00,4.00,M,7.00,M,M,M
ELO,2019-02-24 01:35,-91.8371,47.8287,-3.00,-4.00,0.00,0.00,M,10.00,M,M,M
DYT,2019-02-24 01:35,-92.0434,46.7219,-2.00,-2.00,40.00,15.00,M,7.00,M,M,M
GYL,2019-02-24 01:35,-94.0812,44.7560,-0.89,-0.89,330.00,8.00,M,2.50,M,-SN,M
ETH,2019-02-24 01:35,-96.5435,45.7805,-9.00,-12.00,310.00,10.00,M,10.00,15.00,M,M
GDB,2019-02-24 01:35,-95.5560,44.7533,-3.61,-5.11,320.00,15.00,M,5.00,18.00,BR,M
RRT,2019-02-24 01:35,-95.3483,48.9414,-5.00,-7.00,280.00,3.00,M,7.00,M,-SN,M
VVV,2019-02-24 01:35,-96.4244,45.3057,-9.00,-12.00,320.00,15.00,M,10.00,20.00,M,M
TKC,2019-02-24 01:35,-95.6072,44.2491,-4.61,-5.28,340.00,17.00,M,1.75,21.00,-SN,M
HCO,2019-02-24 01:35,-96.9430,48.7527,-14.00,-16.00,310.00,8.00,M,7.00,M,M,M
Y63,2019-02-24 01:35,-95.9920,45.9861,-7.50,-8.11,290.00,13.00,M,5.00,M,BR,M
FGN,2019-02-24 01:35,-94.9028,49.3183,-4.00,-6.00,300.00,7.00,M,7.00,M,-SN,M
LYV,2019-02-24 01:35,-96.2158,43.6212,-4.00,-7.00,350.00,17.00,M,7.00,24.00,M,M
SAZ,2019-02-24 01:35,-94.8066,46.3809,-4.00,-6.00,330.00,6.00,M,7.00,M,M,M
LVN,2019-02-24 01:36,-93.2273,44.6252,-1.00,-1.00,360.00,9.00,M,5.00,M,BR,M
21D,2019-02-24 01:36,-92.8557,44.9975,0.00,-1.00,360.00,8.00,M,7.00,M,M,M
D39,2019-02-24 01:36,-94.9334,45.7066,-3.11,-5.28,330.00,9.00,M,7.00,M,M,M
VWU,2019-02-24 01:36,-94.5167,48.1539,-4.00,-6.00,300.00,4.00,M,7.00,M,-SN,M
AEL,2019-02-24 01:36,-93.3672,43.6815,-2.00,-2.00,10.00,15.00,M,0.75,21.00,-SN,M
SYN,2019-02-24 01:36,-93.0163,44.4755,-0.61,-2.00,10.00,14.00,M,4.00,M,-SN,M
JKJ,2019-02-24 01:36,-96.6640,46.8393,-11.00,-13.00,320.00,8.00,M,10.00,M,M,M
FKA,2019-02-24 01:36,-92.1797,43.6767,-0.72,-1.22,20.00,8.00,M,1.50,M,UP,M
DTL,2019-02-24 01:36,-95.8856,46.8252,-7.00,-7.00,320.00,11.00,M,3.00,15.00,BR,M
04W,2019-02-24 01:36,-92.8952,46.0229,0.00,-1.00,10.00,8.00,M,10.00,M,M,M
BJI,2019-02-24 01:36,-94.9337,47.5094,-5.28,-6.61,310.00,13.00,M,5.00,M,BR,M
BFW,2019-02-24 01:36,-91.4098,47.2521,-2.00,-2.00,40.00,4.00,M,1.00,M,BR,M
ADC,2019-02-24 01:36,-95.2109,46.4503,-5.00,-7.00,310.00,11.00,M,7.00,M,M,M
TOB,2019-02-24 01:36,-92.8315,44.0180,-2.00,-2.00,10.00,13.00,M,M,M,M,M
CFE,2019-02-24 01:36,-93.8433,45.1590,-1.50,-2.78,M,M,M,3.00,M,UP,M
TWM,2019-02-24 01:36,-91.7450,47.0492,-3.00,-6.00,40.00,6.00,M,2.50,M,HZ,M
AUM,2019-02-24 01:36,-92.9333,43.6647,0.00,-3.00,10.00,11.00,M,1.00,15.00,-SN,M
RRT,2019-02-24 01:36,-95.3483,48.9414,-5.00,-7.00,280.00,4.00,M,7.00,M,-SN,M
FFM,2019-02-24 01:36,-96.1567,46.2844,-7.00,-8.00,350.00,13.00,M,5.00,16.00,BR,M
9MN,2019-02-24 01:36,-92.4831,44.0198,-1.00,-0.89,340.00,7.00,M,0.25,M,M,M
HZX,2019-02-24 01:36,-93.3098,46.6188,-1.00,-2.00,330.00,4.00,M,7.00,M,M,M
ROS,2019-02-24 01:36,-92.9530,45.6980,-1.22,-2.72,350.00,5.00,M,7.00,M,M,M
LYV,2019-02-24 01:36,-96.2158,43.6212,-4.00,-7.00,350.00,17.00,M,7.00,24.00,M,M
MWM,2019-02-24 01:36,-95.1094,43.9134,-4.00,-6.00,330.00,24.00,M,1.50,31.00,-SN,M
RGK,2019-02-24 01:36,-92.4868,44.5915,0.00,-2.00,10.00,8.00,M,1.75,M,RA,M
CBG,2019-02-24 01:36,-93.2642,45.5575,-1.00,-5.00,340.00,5.00,M,7.00,M,M,M
BDH,2019-02-24 01:36,-95.1304,45.1177,-4.00,-6.00,330.00,15.00,M,7.00,M,M,M
DYT,2019-02-24 01:36,-92.0434,46.7219,-2.00,-2.00,40.00,15.00,M,7.00,M,M,M
PNM,2019-02-24 01:36,-93.6082,45.5599,-1.00,-2.00,330.00,5.00,M,3.00,M,-SN,M
STC,2019-02-24 01:37,-94.0513,45.5433,-2.22,-3.28,350.00,8.00,M,2.00,M,-SN BR,M
AQP,2019-02-24 01:37,-96.0043,45.2275,-7.00,-9.00,330.00,12.00,M,7.00,M,M,M
ACQ,2019-02-24 01:39,-93.5529,44.0735,-1.00,-3.00,360.00,19.00,M,1.50,M,-SN,M
COQ,2019-02-24 01:39,-92.5036,46.7011,-2.00,-3.00,50.00,5.00,M,10.00,M,M,M
BDE,2019-02-24 01:40,-94.6122,48.7284,M,M,320.00,7.00,M,8.00,M,M,M
HIB,2019-02-24 01:40,-92.8390,47.3866,M,M,0.00,0.00,M,6.00,M,BR,M
RST,2019-02-24 01:40,-92.4916,43.9041,M,M,10.00,13.00,M,1.00,M,-SN BR,M
MSP,2019-02-24 01:40,-93.2313,44.8854,M,M,10.00,10.00,M,6.00,M,BR,M
DLH,2019-02-24 01:40,-92.1936,46.8421,M,M,60.00,10.00,M,2.50,M,BR,M
STC,2019-02-24 01:40,-94.0513,45.5433,M,M,350.00,8.00,M,2.00,M,-SN BR,M
MML,2019-02-24 01:40,-95.8200,44.4500,M,M,340.00,17.00,M,6.00,M,BR,M
OTG,2019-02-24 01:40,-95.5792,43.6551,M,M,340.00,24.00,M,0.75,M,-SN BR,M
